,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
17,346.0,37.0,rosa,22.0,4.0,Collision,110472.0,210186.0,309561.0,408565.0,507490.0,606175.0,704538.0,802930.0,901005.0,999447.0,1097195.0,1194988.0,1295731.0,1410069.0,1506879.0,1605478.0,1702221.0,1799043.0,1895577.0,1992024.0,2088183.0,2184388.0,2280271.0,2376742.0,2473746.0,2577244.0,2699075.0,2806798.0,2914483.0,,,,,,,,,,,,,,,,,,,,,,,
22,346.0,808.0,petrov,13.0,1.0,Finished,110699.0,210957.0,310201.0,409590.0,508500.0,607362.0,705981.0,804256.0,902700.0,1000719.0,1098732.0,1196319.0,1293614.0,1391024.0,1492655.0,1607540.0,1704841.0,1801805.0,1898676.0,1995389.0,2091950.0,2188538.0,2284738.0,2381445.0,2477774.0,2573982.0,2669952.0,2783720.0,2885997.0,3025493.0,3124048.0,3222142.0,3318242.0,3413769.0,3508844.0,3604168.0,3701399.0,3796676.0,3891473.0,3991987.0,4105680.0,4200571.0,4293819.0,4386607.0,4483146.0,4577040.0,4672428.0,4765452.0,4859242.0,4952490.0,5045090.0,5137574.0
21,346.0,807.0,hulkenberg,10.0,1.0,Finished,110975.0,211334.0,310919.0,410061.0,509046.0,607877.0,706736.0,805152.0,903467.0,1001508.0,1099605.0,1197764.0,1295371.0,1392354.0,1489740.0,1586528.0,1683478.0,1780486.0,1876926.0,1973382.0,2069656.0,2166126.0,2262612.0,2358696.0,2455069.0,2551476.0,2651985.0,2780578.0,2884725.0,3025203.0,3123871.0,3221817.0,3317153.0,3412632.0,3507952.0,3603279.0,3698472.0,3794972.0,3889674.0,3984554.0,4078930.0,4173340.0,4267890.0,4362681.0,4457544.0,4551811.0,4645957.0,4739946.0,4834855.0,4929692.0,5024891.0,5120212.0
18,346.0,67.0,buemi,12.0,1.0,Finished,111352.0,211782.0,311528.0,410788.0,509880.0,608689.0,707454.0,805963.0,904581.0,1002949.0,1101187.0,1199394.0,1297300.0,1394479.0,1492084.0,1593509.0,1710173.0,1807187.0,1904516.0,2002080.0,2099964.0,2198016.0,2295713.0,2393103.0,2490619.0,2587744.0,2686086.0,2800799.0,2899915.0,3026627.0,3125182.0,3226221.0,3323854.0,3421584.0,3517521.0,3613006.0,3707989.0,3803360.0,3898547.0,3993834.0,4088623.0,4183396.0,4277761.0,4372271.0,4467097.0,4561768.0,4656046.0,4750147.0,4843832.0,4938156.0,5032847.0,5125827.0
19,346.0,153.0,alguersuari,21.0,23.0,Brakes,111481.0,212564.0,312180.0,411704.0,510734.0,609584.0,708546.0,807107.0,905610.0,1003868.0,1102260.0,1200573.0,1298253.0,1395801.0,1493341.0,1590706.0,1688324.0,1786160.0,1884131.0,1981055.0,2077816.0,2174731.0,2271721.0,2368006.0,2464873.0,2561178.0,2657227.0,2770906.0,2888499.0,3025873.0,3124266.0,3222505.0,3318609.0,3415225.0,3510449.0,3605818.0,3701687.0,3797201.0,3892088.0,3987982.0,4082070.0,4176075.0,4269823.0,4363873.0,,,,,,,,
8,346.0,15.0,trulli,16.0,11.0,+1 Lap,112198.0,213875.0,315074.0,416032.0,516827.0,617502.0,717691.0,817857.0,918093.0,1019266.0,1119096.0,1218801.0,1318182.0,1417570.0,1516919.0,1617109.0,1716354.0,1816477.0,1916098.0,2015255.0,2114452.0,2213564.0,2312141.0,2410577.0,2514100.0,2633685.0,2742707.0,2873297.0,3019987.0,3119877.0,3224417.0,3325292.0,3423177.0,3520623.0,3617881.0,3715398.0,3812561.0,3909506.0,4006611.0,4103563.0,4200760.0,4297748.0,4394773.0,4491292.0,4587894.0,4685770.0,4782565.0,4879540.0,4977346.0,5075657.0,5173365.0,
4,346.0,5.0,kovalainen,17.0,11.0,+1 Lap,112611.0,214558.0,315768.0,416687.0,517373.0,618897.0,719373.0,819400.0,919577.0,1019858.0,1119816.0,1219577.0,1319131.0,1418462.0,1518647.0,1618103.0,1717821.0,1817270.0,1916796.0,2015942.0,2115169.0,2218012.0,2346024.0,2443722.0,2541565.0,2639329.0,2745759.0,2875209.0,3020853.0,3128150.0,3228021.0,3326624.0,3424997.0,3522581.0,3621127.0,3718168.0,3815120.0,3912077.0,4009057.0,4106931.0,4203858.0,4300516.0,4397357.0,4493855.0,4592210.0,4689553.0,4785834.0,4882085.0,4978907.0,5075964.0,5173616.0,
6,346.0,10.0,glock,18.0,12.0,+2 Laps,113196.0,216137.0,317534.0,418819.0,519570.0,620201.0,720738.0,820923.0,921398.0,1021615.0,1121844.0,1221920.0,1322503.0,1422229.0,1521790.0,1621244.0,1720423.0,1819660.0,1918922.0,2018143.0,2117333.0,2216304.0,2315068.0,2418507.0,2536381.0,2635153.0,2743983.0,2874129.0,3020547.0,3124435.0,3227431.0,3326392.0,3424594.0,3522073.0,3619497.0,3716803.0,3813950.0,3910765.0,4007959.0,4105045.0,4202596.0,4299645.0,4396612.0,4493385.0,4591681.0,4690280.0,4787206.0,4883781.0,4980196.0,5078350.0,,
14,346.0,24.0,liuzzi,11.0,1.0,Finished,113706.0,215278.0,316389.0,417245.0,517745.0,618216.0,718280.0,818378.0,918682.0,1017821.0,1116531.0,1215291.0,1313484.0,1412106.0,1510754.0,1609590.0,1707743.0,1805766.0,1903511.0,2001513.0,2099690.0,2197770.0,2295400.0,2392438.0,2490068.0,2587231.0,2685416.0,2802940.0,2924519.0,3030036.0,3127205.0,3225329.0,3321838.0,3417443.0,3512707.0,3608083.0,3703618.0,3798718.0,3893595.0,3988499.0,4083034.0,4177118.0,4271205.0,4365314.0,4459647.0,4554057.0,4648166.0,4742217.0,4837809.0,4932297.0,5026315.0,5120659.0
23,346.0,810.0,grassi,24.0,9.0,Hydraulics,114105.0,216633.0,318298.0,419752.0,520818.0,621612.0,722253.0,822938.0,949545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,346.0,812.0,chandhok,19.0,12.0,+2 Laps,115194.0,218462.0,321119.0,423504.0,525579.0,627738.0,729613.0,831463.0,934340.0,1036344.0,1137520.0,1239301.0,1340686.0,1442288.0,1543705.0,1647644.0,1748851.0,1849962.0,1951272.0,2056245.0,2157219.0,2263403.0,2387071.0,2487089.0,2591670.0,2698429.0,2806297.0,2910076.0,3029372.0,3132285.0,3233457.0,3334466.0,3434418.0,3534727.0,3634437.0,3733962.0,3833403.0,3932774.0,4033478.0,4132276.0,4231257.0,4331313.0,4431373.0,4530500.0,4629718.0,4731416.0,4835466.0,4936312.0,5037406.0,5136238.0,,
15,346.0,29.0,yamamoto,20.0,12.0,+2 Laps,115630.0,219469.0,322964.0,426087.0,529196.0,631738.0,734233.0,837087.0,939860.0,1042115.0,1144470.0,1246887.0,1348738.0,1453392.0,1556906.0,1658965.0,1762347.0,1866064.0,1967962.0,2076624.0,2201591.0,2302427.0,2403522.0,2504434.0,2606327.0,2713252.0,2818712.0,2921612.0,3029872.0,3133011.0,3234183.0,3335987.0,3436282.0,3535915.0,3635507.0,3734740.0,3834368.0,3933403.0,4033837.0,4133335.0,4232343.0,4334224.0,4433249.0,4532296.0,4632690.0,4735917.0,4840170.0,4939829.0,5038548.0,5136857.0,,
7,346.0,13.0,massa,15.0,1.0,Finished,129681.0,251530.0,349078.0,446790.0,543912.0,641010.0,737815.0,835315.0,933568.0,1030917.0,1127458.0,1223886.0,1321112.0,1418781.0,1517235.0,1618575.0,1716655.0,1814293.0,1910306.0,2006376.0,2102395.0,2199432.0,2296351.0,2393537.0,2491008.0,2588237.0,2687546.0,2801228.0,2900458.0,3027272.0,3125573.0,3223015.0,3320883.0,3416228.0,3511418.0,3606639.0,3702159.0,3797873.0,3902134.0,4030249.0,4123598.0,4216371.0,4309720.0,4402836.0,4495760.0,4590290.0,4684390.0,4776904.0,4869552.0,4961668.0,5054043.0,5145689.0
12,346.0,20.0,vettel,7.0,1.0,Finished,165709.0,283277.0,381129.0,478885.0,576477.0,673747.0,771277.0,868343.0,965182.0,1062294.0,1159112.0,1255636.0,1352489.0,1449214.0,1545558.0,1642168.0,1738576.0,1834724.0,1930941.0,2026952.0,2122930.0,2219057.0,2315316.0,2411833.0,2507611.0,2602783.0,2702029.0,2808079.0,2910823.0,3029165.0,3125917.0,3223664.0,3319535.0,3414763.0,3509512.0,3604700.0,3699289.0,3794288.0,3888347.0,3983401.0,4076788.0,4170765.0,4265160.0,4359647.0,4454274.0,4548842.0,4643521.0,4738302.0,4833822.0,4928612.0,5022967.0,5114934.0
