,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
15,194.0,65.0,herbert,20.0,29.0,Puncture,101298.0,197092.0,291184.0,384622.0,477887.0,571234.0,664691.0,757798.0,850013.0,942940.0,1035757.0,1138235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,194.0,63.0,salo,9.0,12.0,+2 Laps,101677.0,197500.0,291646.0,385415.0,478992.0,572058.0,665192.0,758418.0,850963.0,943348.0,1036233.0,1129336.0,1221766.0,1313775.0,1406157.0,1499382.0,1592192.0,1684975.0,1803090.0,1894357.0,1986148.0,2078792.0,2172544.0,2264862.0,2357091.0,2450049.0,2544147.0,2687744.0,2779894.0,2901638.0,2997875.0,3094063.0,3190886.0,3286652.0,3381873.0,3476876.0,3573030.0,3669326.0,3764309.0,3859025.0,3953654.0,4048279.0,4143418.0,4238368.0,4333053.0,4427599.0,4523365.0,4617663.0,4712363.0,4806621.0,4901672.0,4996730.0,5090201.0,5183523.0,5277471.0,5373397.0,5469399.0,5565863.0,5660341.0,5755866.0,,
8,194.0,44.0,panis,11.0,16.0,+6 Laps,102181.0,197945.0,292198.0,386198.0,479719.0,573550.0,666485.0,759384.0,852116.0,944846.0,1037497.0,1130724.0,1223372.0,1316429.0,1408738.0,1501613.0,1594122.0,1686381.0,1778535.0,1871199.0,1963043.0,2055778.0,2147347.0,2259357.0,2350808.0,2443162.0,2537127.0,2629923.0,2723515.0,2816138.0,2908700.0,3000709.0,3093167.0,3186770.0,3278512.0,3371646.0,3462908.0,3554892.0,3646511.0,3739322.0,3830746.0,3942943.0,4034192.0,4125552.0,4216889.0,4308521.0,4399840.0,4491223.0,4582762.0,4673941.0,4766748.0,4859774.0,4951211.0,5042037.0,5132518.0,5223371.0,,,,,,
16,194.0,68.0,takagi,13.0,5.0,Engine,102785.0,198417.0,293310.0,387332.0,481075.0,575352.0,669451.0,763639.0,857544.0,951452.0,1045435.0,1139087.0,1232846.0,1328394.0,1421953.0,1515620.0,1609503.0,1703044.0,1796609.0,1890567.0,2005837.0,2098267.0,2191151.0,2285541.0,2380135.0,2473763.0,2567395.0,2661376.0,2755181.0,2848713.0,2943829.0,3037591.0,3131356.0,3225452.0,3319383.0,3413274.0,3507295.0,3600873.0,3694643.0,3797021.0,,,,,,,,,,,,,,,,,,,,,,
14,194.0,64.0,diniz,16.0,5.0,Engine,103811.0,201060.0,295423.0,390661.0,486139.0,581361.0,676402.0,770085.0,863433.0,956589.0,1049577.0,1143229.0,1237248.0,1332090.0,1428333.0,1524989.0,1623803.0,1728936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,194.0,74.0,tuero,8.0,12.0,+2 Laps,104671.0,200420.0,294845.0,390309.0,485765.0,580960.0,677573.0,773087.0,868042.0,962854.0,1057398.0,1151877.0,1247084.0,1343333.0,1438319.0,1533719.0,1628654.0,1725108.0,1819642.0,1914173.0,2008696.0,2105466.0,2224432.0,2319333.0,2413240.0,2507533.0,2603127.0,2698184.0,2792355.0,2886336.0,2982649.0,3077551.0,3172223.0,3266518.0,3361247.0,3455739.0,3549420.0,3644742.0,3740266.0,3834993.0,3928955.0,4023531.0,4142267.0,4235962.0,4329944.0,4424177.0,4518221.0,4614715.0,4709968.0,4803820.0,4897676.0,4993083.0,5088354.0,5181896.0,5275339.0,5369933.0,5464404.0,5559285.0,5654172.0,5748286.0,,
17,194.0,71.0,damon_hill,10.0,9.0,Hydraulics,109487.0,229637.0,321495.0,413892.0,505938.0,597611.0,689719.0,781660.0,873831.0,967417.0,1060986.0,1157653.0,1250428.0,1342850.0,1434673.0,1526306.0,1618561.0,1710338.0,1801977.0,1893610.0,1985056.0,2077028.0,2168976.0,2261625.0,2377668.0,2469070.0,2560519.0,2652025.0,2743391.0,2834860.0,2926768.0,3018432.0,3110299.0,3202424.0,3294511.0,3386306.0,3478381.0,3572829.0,3665048.0,3756947.0,3850200.0,3967751.0,4059325.0,4150920.0,4242435.0,4334342.0,4428110.0,4520158.0,4613851.0,4707119.0,4799205.0,4890785.0,4981895.0,5072802.0,5163661.0,5256025.0,5369924.0,,,,,
18,194.0,73.0,rosset,12.0,5.0,Engine,110105.0,206233.0,301435.0,396684.0,491646.0,586515.0,681706.0,776460.0,870951.0,965805.0,1060701.0,1157230.0,1252757.0,1347256.0,1442649.0,1538534.0,1634221.0,1729894.0,1851766.0,1946562.0,2042477.0,2137385.0,2232102.0,2327042.0,2421695.0,2517410.0,2612733.0,2709738.0,2805005.0,2901192.0,2997352.0,3092694.0,3190484.0,3285674.0,3380909.0,3476137.0,3595856.0,3691643.0,3791627.0,3888213.0,3984299.0,4080585.0,4177770.0,4275440.0,4372257.0,4471384.0,4568460.0,4666663.0,,,,,,,,,,,,,,
20,194.0,75.0,nakano,15.0,5.0,Engine,112136.0,207685.0,302533.0,397606.0,492484.0,587547.0,682569.0,777556.0,872076.0,967052.0,1062938.0,1158583.0,1253486.0,1348338.0,1443436.0,1539856.0,1635267.0,1730782.0,1824763.0,1918678.0,2044084.0,2137973.0,2232690.0,2327552.0,2422660.0,2518148.0,2613919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,194.0,76.0,magnussen,21.0,7.0,Transmission,117963.0,241330.0,336616.0,431906.0,526975.0,622275.0,718515.0,824893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,194.0,25.0,wurz,19.0,5.0,Engine,136962.0,287282.0,379976.0,472603.0,565187.0,657293.0,749976.0,843057.0,934945.0,1027649.0,1120607.0,1212873.0,1305350.0,1397955.0,1489517.0,1582157.0,1674348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
