,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
10,178107.0,11,11,10,10,12,13,13,13,13,13,12,10,8,7,6,6,6,5,9,14,14,14,14,14,14,14,13,13,13,13,13,12,11,12,12,13,13,13,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13
11,178454.0,12,12,11,11,10,10,11,11,11,10,10,9,7,6,5,5,4,4,4,3,3,4,10,10,9,9,9,9,9,9,8,7,7,7,7,7,6,5,4,4,4,4,4,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,179456.0,13,13,13,13,14,15,20,19,18,17,16,16,16,15,14,14,14,14,14,13,13,13,13,13,13,13,14,16,16,17,17,15,15,15,15,15,15,15,13,13,13,13,13,13,14,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14
13,179785.0,14,14,12,12,11,11,10,10,9,9,8,7,5,5,4,4,5,10,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,6,5,5,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
14,181578.0,15,16,15,15,15,14,14,14,14,14,13,12,11,13,18,18,17,17,17,17,17,17,17,17,16,16,16,15,15,15,15,16,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,18,18,17,17,17,17,16,16,16,16,16,16,16,16,16,16,0
15,180778.0,16,15,14,14,13,12,12,12,12,12,11,11,15,14,13,13,13,13,13,12,12,12,12,11,11,11,11,11,10,10,10,9,13,13,13,12,11,11,11,10,9,9,9,9,9,9,8,8,8,8,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
16,182044.0,17,17,16,16,16,16,15,15,15,15,14,14,14,18,17,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,14,17,16,16,16,16,16,16,17,17,17,17,17,17,19,19,18,18,18,18,17,17,19,20,20,20,19,19,19,19,19,19,19,19,19,0,0
17,183884.0,18,18,17,17,17,17,16,16,16,16,17,17,17,17,16,17,18,18,18,18,18,20,20,19,19,19,19,19,19,19,19,19,19,20,20,20,21,21,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,0,0
18,184370.0,19,19,18,18,18,18,17,17,17,18,18,19,19,19,19,19,19,19,20,24,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,22,22,22,22,22,22,22,22,22,22,22,21,21,21,22,22,22,22,22,0,0,0
19,185501.0,20,20,19,19,19,19,18,18,19,20,20,20,20,20,20,20,20,20,21,20,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,24,23,23,23,23,23,23,23,23,23,23,22,22,22,21,21,21,21,21,0,0,0
20,187719.0,21,21,20,20,20,20,19,20,21,21,21,21,21,21,21,21,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,0,0,0
21,208546.0,22,22,21,21,21,21,21,21,20,19,19,18,18,16,15,15,15,15,15,15,15,15,15,16,17,17,17,17,17,16,16,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,13,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,12,12
22,248374.0,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,19,19,18,18,19,19,19,19,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,0
23,236845.0,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,21,20,19,19,20,21,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,21,20,20,20,20,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,18,18,18,18,0
