,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
10,180575.0,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,7,6,6,7,8,8,8,10,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,0
11,181313.0,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,12,16,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,0
12,182154.0,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,12,11,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,14,14,13,13,13,13,13,13,13,13,11,11,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,0
13,182731.0,14,14,14,14,14,13,13,14,14,14,14,15,15,16,17,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
14,183414.0,15,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,11,11,10,11,16,16,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,13,13,15,15,0,0
15,184069.0,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,13,12,12,11,11,11,11,11,11,11,9,9,9,9,10,11,11,11,10,10,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,0
16,184985.0,17,17,17,17,17,16,16,16,16,17,17,17,17,18,18,18,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,0,0
17,185464.0,18,18,18,18,18,17,17,18,18,18,18,18,19,19,19,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,0,0
18,185928.0,19,19,19,19,19,18,18,17,17,16,16,16,16,15,15,15,15,15,14,13,13,12,12,12,12,12,12,12,10,10,11,12,12,12,12,12,11,11,10,10,10,10,10,10,10,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,0
19,187079.0,20,20,20,20,20,19,19,19,19,19,20,20,20,20,20,19,17,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0
